"gene","proteinSearched","EntrezSummary","geneCount","ChronsMean","HealthyMean","UlcerativeColitisMean","ChronHealthy_foldChange","UlcCol_Healthy_foldChange","sample","sampleValue","group"
"ESR1","estrogen","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]",4,287.4,268.6,274,1.06999255398362,1.02010424422934,"Crohns Disease rep 1",948,"Chrohns"
"ESR2","estrogen","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]",1,344.8,152.6,259.6,2.25950196592398,1.70117955439056,"Crohns Disease rep 1",1157,"Chrohns"
"FGF23","circulatory","This gene encodes a member of the fibroblast growth factor family of proteins, which possess broad mitogenic and cell survival activities and are involved in a variety of biological processes. The product of this gene regulates phosphate homeostasis and transport in the kidney. The full-length, functional protein may be deactivated via cleavage into N-terminal and C-terminal chains. Mutation of this cleavage site causes autosomal dominant hypophosphatemic rickets (ADHR). Mutations in this gene are also associated with hyperphosphatemic familial tumoral calcinosis (HFTC). [provided by RefSeq, Feb 2013]",1,2.8,1,0.2,2.8,0.2,"Crohns Disease rep 1",14,"Chrohns"
"FLG","integumentary","The protein encoded by this gene is an intermediate filament-associated protein that aggregates keratin intermediate filaments in mammalian epidermis. It is initially synthesized as a polyprotein precursor, profilaggrin (consisting of multiple filaggrin units of 324 aa each), which is localized in keratohyalin granules, and is subsequently proteolytically processed into individual functional filaggrin molecules. Mutations in this gene are associated with ichthyosis vulgaris.[provided by RefSeq, Dec 2009]",1,62.8,27.4,38.4,2.29197080291971,1.4014598540146,"Crohns Disease rep 1",215,"Chrohns"
"FLT4","lymphatic","This gene encodes a tyrosine kinase receptor for vascular endothelial growth factors C and D. The protein is thought to be involved in lymphangiogenesis and maintenance of the lymphatic endothelium. Mutations in this gene cause hereditary lymphedema type IA. [provided by RefSeq, Jul 2008]",1,954.6,612.2,909,1.55929434825221,1.48480888598497,"Crohns Disease rep 1",2912,"Chrohns"
"G6PC","glucose","Glucose-6-phosphatase (G6Pase) is a multi-subunit integral membrane protein of the endoplasmic reticulum that is composed of a catalytic subunit and transporters for G6P, inorganic phosphate, and glucose. This gene (G6PC) is one of the three glucose-6-phosphatase catalytic-subunit-encoding genes in human: G6PC, G6PC2 and G6PC3. Glucose-6-phosphatase catalyzes the hydrolysis of D-glucose 6-phosphate to D-glucose and orthophosphate and is a key enzyme in glucose homeostasis, functioning in gluconeogenesis and glycogenolysis. Mutations in this gene cause glycogen storage disease type I (GSD1). This disease, also known as von Gierke disease, is a metabolic disorder characterized by severe hypoglycemia associated with the accumulation of glycogen and fat in the liver and kidneys.[provided by RefSeq, Feb 2011]",1,0,0,0,1,1,"Crohns Disease rep 1",0,"Chrohns"
"GCG","glucagon","The protein encoded by this gene is actually a preproprotein that is cleaved into four distinct mature peptides. One of these, glucagon, is a pancreatic hormone that counteracts the glucose-lowering action of insulin by stimulating glycogenolysis and gluconeogenesis. Glucagon is a ligand for a specific G-protein linked receptor whose signalling pathway controls cell proliferation. Two of the other peptides are secreted from gut endocrine cells and promote nutrient absorption through distinct mechanisms. Finally, the fourth peptide is similar to glicentin, an active enteroglucagon. [provided by RefSeq, Jul 2008]",1,0,0,0,1,1,"Crohns Disease rep 1",0,"Chrohns"
"GCGR","glucagon","The protein encoded by this gene is a glucagon receptor that is important in controlling blood glucose levels. Defects in this gene are a cause of non-insulin-dependent diabetes mellitus (NIDDM).[provided by RefSeq, Jan 2010]",1,0.8,1.6,7,0.5,4.375,"Crohns Disease rep 1",4,"Chrohns"
"GFAP","nervous","This gene encodes one of the major intermediate filament proteins of mature astrocytes. It is used as a marker to distinguish astrocytes from other glial cells during development. Mutations in this gene cause Alexander disease, a rare disorder of astrocytes in the central nervous system. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Oct 2008]",1,9.2,3,6.2,3.06666666666667,2.06666666666667,"Crohns Disease rep 1",24,"Chrohns"
"GLP1R","glucagon","This gene encodes a 7-transmembrane protein that functions as a receptor for glucagon-like peptide 1 (GLP-1) hormone, which stimulates glucose-induced insulin secretion. This receptor, which functions at the cell surface, becomes internalized in response to GLP-1 and GLP-1 analogs, and it plays an important role in the signaling cascades leading to insulin secretion. It also displays neuroprotective effects in animal models. Polymorphisms in this gene are associated with diabetes. The protein is an important drug target for the treatment of type 2 diabetes and stroke. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2016]",1,19.2,2.2,19.4,8.72727272727273,8.81818181818182,"Crohns Disease rep 1",74,"Chrohns"
"GNRH1","reproductive","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]",2,98.6,84.6,112.6,1.16548463356974,1.33096926713948,"Crohns Disease rep 1",302,"Chrohns"
"GNRH1","testosterone","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]",2,98.6,84.6,112.6,1.16548463356974,1.33096926713948,"Crohns Disease rep 1",302,"Chrohns"
"GPR55","cannabidiol","This gene belongs to the G-protein-coupled receptor superfamily. The encoded integral membrane protein is a likely cannabinoid receptor. It may be involved in several physiological and pathological processes by activating a variety of signal transduction pathways. [provided by RefSeq, Aug 2013]",1,376.8,452.4,393.2,0.83289124668435,0.869142351900973,"Crohns Disease rep 1",1216,"Chrohns"
"HFE","iron","The protein encoded by this gene is a membrane protein that is similar to MHC class I-type proteins and associates with beta2-microglobulin (beta2M). It is thought that this protein functions to regulate iron absorption by regulating the interaction of the transferrin receptor with transferrin. The iron storage disorder, hereditary haemochromatosis, is a recessive genetic disorder that results from defects in this gene. At least nine alternatively spliced variants have been described for this gene. Additional variants have been found but their full-length nature has not been determined. [provided by RefSeq, Jul 2008]",1,427.8,259.2,419.8,1.65046296296296,1.6195987654321,"Crohns Disease rep 1",1421,"Chrohns"
